MACID,DescriptionPAR,Unit,Min,Max,OrderCheck,StartTimeEffect,EndTimeEffect,EffectFlag,Status,ID,Title,Modified,Created
"1","Áp đẩy"," bar","9.2","15","1","07/01/2021",,"1","1","1",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"1","Áp hút"," bar","3.2","6","2","07/01/2021",,"1","1","2",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"1","Áp dầu"," bar","2.4","3","3","07/01/2021",,"1","1","3",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"1","Chênh áp trước và sau lọc dầu"," bar","-0.1","1","4","07/01/2021",,"1","1","4",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"1","Nhiệt độ dầu","oC","33","55","7","07/01/2021","7/15/2022 2:28 AM","1","0","5",,"7/14/2022 12:28 PM","7/19/2021 8:46 PM"
"1","Nhiệt độ môi chất đầu hút"," oC","0.3","8","5","07/01/2021",,"1","1","6",,"10/5/2021 5:11 PM","7/19/2021 8:46 PM"
"1","Nhiệt độ môi chất đầu đẩy"," oC","56","85","6","07/01/2021",,"1","1","7",,"10/5/2021 5:11 PM","7/19/2021 8:46 PM"
"1","% tải","%","0","100","8","07/01/2021",,"1","1","8",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"1","Dòng điện motor","Amp","0","600","9","07/01/2021",,"1","1","9",,"7/26/2021 6:10 PM","7/19/2021 8:46 PM"
"2","Áp đẩy"," bar","9.2","15","1","07/01/2021",,"0","1","10",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"2","Áp hút"," bar","2.1","6","2","07/01/2021",,"0","1","11",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"2","Áp dầu"," bar","2.4","3","3","07/01/2021",,"0","1","12",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"2","Chênh áp trước và sau lọc dầu"," bar","-0.1","1","4","07/01/2021",,"0","1","13",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"2","Nhiệt độ dầu","oC","33","55","7","07/01/2021",,"0","1","14",,"10/5/2021 5:12 PM","7/19/2021 8:46 PM"
"2","Nhiệt độ môi chất đầu hút"," oC","-8","8","5","07/01/2021",,"0","1","15",,"10/5/2021 5:12 PM","7/19/2021 8:46 PM"
"2","Nhiệt độ môi chất đầu đẩy"," oC","56","85","6","07/01/2021",,"0","1","16",,"10/5/2021 5:13 PM","7/19/2021 8:46 PM"
"2","% tải","%","0","100","8","07/01/2021",,"0","1","17",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"2","Dòng điện motor","Amp","0","600","9","07/01/2021","9/17/2021 5:35 PM","1","0","18",,"9/17/2021 3:35 AM","7/19/2021 8:46 PM"
"3","Áp đẩy"," bar","9.2","15","1","07/01/2021",,"1","1","19",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"3","Áp hút"," bar","2.1","3.6","2","07/01/2021",,"1","1","20",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"3","Áp dầu"," bar","2.4","3","3","07/01/2021",,"1","1","21",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"3","Chênh áp trước và sau lọc dầu"," bar","-0.1","1","4","07/01/2021",,"1","1","22",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"3","Nhiệt độ dầu","oC","33","55","7","07/01/2021",,"1","1","23",,"10/5/2021 5:13 PM","7/19/2021 8:46 PM"
"3","Nhiệt độ môi chất đầu hút"," oC","-8","2.5","5","07/01/2021",,"1","1","24",,"10/5/2021 5:13 PM","7/19/2021 8:46 PM"
"3","Nhiệt độ môi chất đầu đẩy"," oC","56","85","6","07/01/2021",,"1","1","25",,"10/5/2021 5:14 PM","7/19/2021 8:46 PM"
"3","% tải","%","0","100","8","07/01/2021",,"1","1","26",,"10/5/2021 7:39 AM","7/19/2021 8:46 PM"
"3","Dòng điện motor","Amp","0","600","9","07/01/2021","9/8/2021 3:45 PM","0","0","27",,"9/8/2021 1:46 AM","7/19/2021 8:46 PM"
"4","Nhiệt độ Glycol cấp ","oC","-2.8","2","1","07/01/2021","9/8/2021 3:46 PM","1","0","28",,"9/8/2021 1:46 AM","7/19/2021 8:46 PM"
"4","Nhiệt độ Glycol hồi tank","oC","0","3","2","07/01/2021","9/8/2021 3:47 PM","1","0","29",,"9/8/2021 1:47 AM","7/19/2021 8:46 PM"
"4","Áp Glycol cấp"," oC","3","3.4","3","07/01/2021",,"1","1","30",,"7/25/2021 4:02 PM","7/19/2021 8:46 PM"
"4","Áp bơm tuần hoàn","bar","0","1","4","07/01/2021","9/8/2021 3:48 PM","1","0","31",,"9/8/2021 1:48 AM","7/19/2021 8:46 PM"
"4","Mức glycol trong tank ","m","3.1","4.4","5","07/01/2021",,"1","1","32",,"7/25/2021 4:02 PM","7/19/2021 8:46 PM"
"5","Nhiệt độ nước cấp ","oC","8","16","6","07/01/2021",,"1","1","33",,"7/26/2021 2:02 AM","7/19/2021 8:46 PM"
"5","Nhiệt độ nước hồi tank","oC","10","20","7","07/01/2021",,"1","1","34",,"7/26/2021 2:02 AM","7/19/2021 8:46 PM"
"5","Áp nước cấp"," oC","3.8","4.2","8","07/01/2021",,"1","1","35",,"7/26/2021 2:02 AM","7/19/2021 8:46 PM"
"5","Áp bơm tuần hoàn","bar","0","1","9","07/01/2021","7/26/2021 3:07 PM","0","0","36",,"7/26/2021 1:07 AM","7/19/2021 8:46 PM"
"5","Mức nước trong tank ","m","3.1","4.4","10","07/01/2021",,"1","1","37",,"7/26/2021 2:02 AM","7/19/2021 8:46 PM"
"6","Áp bình chứa cao áp","bar","0","15","1","07/01/2021",,"1","1","38",,"7/19/2021 8:46 PM","7/19/2021 8:46 PM"
"7","Mức dầu trong bồn","Lit","0.9","7.9","1","07/01/2021",,"1","1","39",,"7/25/2021 12:15 AM","7/19/2021 8:46 PM"
"8","Áp hơi tại bộ góp"," bar","6","8","2","07/01/2021",,"1","1","40",,"7/25/2021 12:14 AM","7/19/2021 8:46 PM"
"8","Mực nước tại tank nước cấp ","m3","6","9.5","3","07/01/2021",,"1","1","41",,"7/25/2021 12:14 AM","7/19/2021 8:46 PM"
"8","Nhiệt độ nước bồn cấp"," oC","65","85","4","07/01/2021","9/17/2021 2:50 PM","1","0","42",,"9/17/2021 12:50 AM","7/19/2021 8:46 PM"
"8","Độ cứng nước cấp"," mg/l / ppm","0","1","5","07/01/2021",,"1","1","43",,"7/25/2021 12:14 AM","7/19/2021 8:46 PM"
"8","PH nước cấp vào Lò","pH","8.3","10.5","6","07/01/2021",,"1","1","44",,"7/25/2021 12:14 AM","7/19/2021 8:46 PM"
"9","Áp Lò","Bar","6","8","1","07/01/2021",,"1","1","45",,"7/26/2021 4:14 PM","7/19/2021 8:46 PM"
"9","Áp đẩy bơm dầu"," bar","15","20","2","07/01/2021",,"1","1","46",,"7/26/2021 4:14 PM","7/19/2021 8:46 PM"
"9","Nhiệt độ khói thải"," oC","112","185","3","07/01/2021",,"1","1","47",,"7/26/2021 4:14 PM","7/19/2021 8:46 PM"
"9","Nhiệt độ thân Lò khoang nước"," oC","190","237","4","07/01/2021","8/13/2022 2:29 PM","1","0","48",,"8/13/2022 12:29 AM","7/19/2021 8:46 PM"
"9","Nhiệt độ thân Lò khoang hơi"," oC","200","250","5","07/01/2021",,"1","1","49",,"7/26/2021 4:14 PM","7/19/2021 8:46 PM"
"9","Mực nước tại ống thủy sáng","  Y=1, N=0","1","1","9","07/01/2021",,"1","1","50",,"12/17/2021 12:58 AM","7/19/2021 8:46 PM"
"9","PH nước trong lò"," pH","11.5","12.4","10","07/01/2021",,"1","1","51",,"12/17/2021 12:58 AM","7/19/2021 8:47 PM"
"9","TDS nước trong lò"," ppm / mS/m /  µS/cm","200","380","8","07/01/2021","12/21/2021 1:46 PM","1","0","52",,"12/20/2021 10:46 PM","7/19/2021 8:47 PM"
"9","Hiệu suất lò","%","90","95","11","07/01/2021",,"1","1","53",,"12/17/2021 12:59 AM","7/19/2021 8:47 PM"
"9","Áp bơm cấp vào lò","Bar","6","8","12","07/01/2021",,"1","1","54",,"12/17/2021 12:59 AM","7/19/2021 8:47 PM"
"9","Cảm biến cháy","µA","8","11.5","6","07/01/2021",,"1","1","55",,"12/17/2021 12:59 AM","7/19/2021 8:47 PM"
"9","Áp cấp gió","Pa","1,500","7,500","7","07/01/2021",,"1","1","56",,"12/17/2021 12:59 AM","7/19/2021 8:47 PM"
"10","Áp Lò","Bar","6","8","1","07/01/2021",,"1","1","57",,"7/26/2021 10:10 AM","7/19/2021 8:47 PM"
"10","Áp đẩy bơm dầu"," bar","15","20","2","07/01/2021",,"1","1","58",,"7/26/2021 10:10 AM","7/19/2021 8:47 PM"
"10","Nhiệt độ khói thải"," oC","112","185","3","07/01/2021",,"1","1","59",,"7/26/2021 10:10 AM","7/19/2021 8:47 PM"
"10","Nhiệt độ thân Lò khoang nước"," oC","190","237","4","07/01/2021","8/13/2022 2:29 PM","1","0","60",,"8/13/2022 12:29 AM","7/19/2021 8:47 PM"
"10","Nhiệt độ thân Lò khoang hơi"," oC","200","250","5","07/01/2021",,"1","1","61",,"7/26/2021 10:10 AM","7/19/2021 8:47 PM"
"10","Mực nước tại ống thủy sáng","  Y=1, N=0","1","1","9","07/01/2021",,"1","1","62",,"12/21/2021 3:42 PM","7/19/2021 8:47 PM"
"10","PH nước trong lò"," pH","11.5","12.4","10","07/01/2021",,"1","1","63",,"12/21/2021 3:42 PM","7/19/2021 8:47 PM"
"10","TDS nước trong lò"," ppm / mS/m /  µS/cm","200","380","8","07/01/2021","12/21/2021 1:47 PM","1","0","64",,"12/20/2021 10:47 PM","7/19/2021 8:47 PM"
"10","Hiệu suất lò","%","90","95","11","07/01/2021",,"1","1","65",,"12/21/2021 3:43 PM","7/19/2021 8:47 PM"
"10","Áp bơm cấp vào lò","Bar","6","8","12","07/01/2021",,"1","1","66",,"12/21/2021 3:43 PM","7/19/2021 8:47 PM"
"10","Cảm biến cháy","µA","8","11.5","6","07/01/2021",,"1","1","67",,"12/21/2021 3:43 PM","7/19/2021 8:47 PM"
"10","Áp cấp gió","Pa","1,500","7,500","7","07/01/2021",,"1","1","68",,"12/21/2021 3:43 PM","7/19/2021 8:47 PM"
"11","Áp Lò","Bar","6","8","1","07/01/2021",,"1","1","69",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"11","Áp đẩy bơm dầu"," bar","15","20","2","07/01/2021",,"1","1","70",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"11","Nhiệt độ khói thải"," oC","112","185","3","07/01/2021",,"1","1","71",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"11","Nhiệt độ thân Lò khoang nước"," oC","190","237","4","07/01/2021","8/13/2022 2:30 PM","1","0","72",,"8/13/2022 12:30 AM","7/19/2021 8:47 PM"
"11","Nhiệt độ thân Lò khoang hơi"," oC","200","250","5","07/01/2021",,"1","1","73",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"11","Mực nước tại ống thủy sáng","  Y=1, N=0","1","1","9","07/01/2021",,"1","1","74",,"12/21/2021 3:44 PM","7/19/2021 8:47 PM"
"11","PH nước trong lò"," pH","11.5","12.4","10","07/01/2021",,"1","1","75",,"12/21/2021 3:44 PM","7/19/2021 8:47 PM"
"11","TDS nước trong lò"," ppm / mS/m /  µS/cm","200","380","8","07/01/2021","12/21/2021 1:47 PM","1","0","76",,"12/20/2021 10:47 PM","7/19/2021 8:47 PM"
"11","Hiệu suất lò","%","90","95","11","07/01/2021",,"1","1","77",,"12/21/2021 3:44 PM","7/19/2021 8:47 PM"
"11","Áp bơm cấp vào lò","Bar","6","8","12","07/01/2021",,"1","1","78",,"12/21/2021 3:44 PM","7/19/2021 8:47 PM"
"11","Cảm biến cháy","µA","8","11.5","6","07/01/2021",,"1","1","79",,"12/21/2021 3:44 PM","7/19/2021 8:47 PM"
"11","Áp cấp gió","Pa","1,500","7,500","7","07/01/2021",,"1","1","80",,"12/21/2021 3:45 PM","7/19/2021 8:47 PM"
"12","Áp Lò","Bar","6","8","1","07/01/2021",,"0","1","81",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Áp đẩy bơm dầu"," bar","12","13","2","07/01/2021",,"0","1","82",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Nhiệt độ khói thải"," oC","149","210","3","07/01/2021",,"0","1","83",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Nhiệt độ thân Lò khoang nước"," oC",,,"4","07/01/2021",,"0","1","84",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Nhiệt độ thân Lò khoang hơi"," oC",,,"5","07/01/2021",,"0","1","85",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Mực nước tại ống thủy sáng","  Y=1, N=0","1","1","6","07/01/2021",,"0","1","86",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","PH nước trong lò"," pH","11.5","12.4","7","07/01/2021",,"0","1","87",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","TDS nước trong lò"," ppm / mS/m /  µS/cm","200","380","8","07/01/2021","12/21/2021 1:47 PM","0","0","88",,"12/20/2021 10:47 PM","7/19/2021 8:47 PM"
"12","Hiệu suất lò","%",,,"9","07/01/2021",,"0","1","89",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Áp bơm cấp vào lò","Bar","6","8","10","07/01/2021",,"0","1","90",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Cảm biến cháy","µA",,,"11","07/01/2021",,"0","1","91",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"12","Áp cấp gió","Pa",,,"12","07/01/2021",,"0","1","92",,"7/25/2021 4:10 PM","7/19/2021 8:47 PM"
"13","Áp Lò","Bar","6","8","1","07/01/2021",,"1","1","93",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"13","Áp đẩy bơm dầu"," bar","15","20","2","07/01/2021",,"1","1","94",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"13","Nhiệt độ khói thải"," oC","112","185","3","07/01/2021",,"1","1","95",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"13","Nhiệt độ thân Lò khoang nước"," oC","190","237","4","07/01/2021","8/13/2022 2:30 PM","1","0","96",,"8/13/2022 12:30 AM","7/19/2021 8:47 PM"
"13","Nhiệt độ thân Lò khoang hơi"," oC","200","250","5","07/01/2021",,"1","1","97",,"10/5/2021 7:40 AM","7/19/2021 8:47 PM"
"13","Mực nước tại ống thủy sáng","  Y=1, N=0","1","1","9","07/01/2021",,"1","1","98",,"12/21/2021 3:45 PM","7/19/2021 8:47 PM"
"13","PH nước trong lò"," pH","11.5","12.4","10","07/01/2021",,"1","1","99",,"12/21/2021 3:45 PM","7/19/2021 8:47 PM"
"13","TDS nước trong lò"," ppm / mS/m /  µS/cm","200","380","8","07/01/2021","12/21/2021 1:48 PM","1","0","100",,"12/20/2021 10:48 PM","7/19/2021 8:47 PM"
"13","Hiệu suất lò","%","90","95","11","07/01/2021",,"1","1","101",,"12/21/2021 3:45 PM","7/19/2021 8:47 PM"
"13","Áp bơm cấp vào lò","Bar","6","8","12","07/01/2021",,"1","1","102",,"12/21/2021 3:46 PM","7/19/2021 8:47 PM"
"13","Cảm biến cháy","µA","8","11.5","6","07/01/2021",,"1","1","103",,"12/21/2021 3:46 PM","7/19/2021 8:47 PM"
"13","Áp cấp gió","Pa","1,500","7,500","7","07/01/2021",,"1","1","104",,"12/21/2021 3:46 PM","7/19/2021 8:47 PM"
"14","Áp dầu bôi trơn","  bar ","2.7","5","1","07/01/2021",,"1","1","105",,"7/27/2021 12:04 AM","7/19/2021 8:47 PM"
"14","Áp khí nén điều khiển","  bar ","5.5","7.5","20","07/01/2021",,"1","1","106",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Áp khí nén đầu ra cấp 1","  bar ","3.5","5.5","12","07/01/2021",,"1","1","107",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Áp khí nén đầu ra cấp 2","  bar ","12","16","13","07/01/2021",,"1","1","108",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Áp khí nén đầu ra cấp 3","  bar ","28","40","2","07/01/2021",,"1","1","109",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ dầu bôi trơn","oC","28","55","3","07/01/2021",,"1","1","110",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén đầu ra cấp 1","oC","100","210","4","07/01/2021",,"1","1","111",,"12/21/2021 3:53 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén đầu vào cấp 2","oC","28","60","14","07/01/2021",,"1","1","112",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén đầu ra cấp 2","oC","125","185","5","07/01/2021",,"1","1","113",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén đầu vào cấp 3","oC","28","50","15","07/01/2021",,"1","1","114",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén đầu ra cấp 3","oC","95","145","6","07/01/2021",,"1","1","115",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ khí nén sau bộ cooler","oC","28","48","7","07/01/2021",,"1","1","116",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ điểm đọng sương của khí nén","oC","0","5","10","07/01/2021",,"1","1","117",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Áp đẩy gas của drier","  bar ",,,"14","07/01/2021",,"1","1","118",,"7/27/2021 12:04 AM","7/19/2021 8:47 PM"
"14","Áp hút gas của drier","  bar ","1","3","11","07/01/2021",,"1","1","119",,"12/21/2021 3:54 PM","7/19/2021 8:47 PM"
"14","Dòng điện tại thời điểm máy hoạt động","A","40","139","8","07/01/2021",,"1","1","120",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"14","% tải","%","50","100","9","07/01/2021",,"1","1","121",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ trục đứng","oC",,,"18","07/01/2021",,"1","1","122",,"7/27/2021 12:04 AM","7/19/2021 8:47 PM"
"14","Nhiệt độ trục ngang","oC",,,"19","07/01/2021",,"1","1","123",,"7/27/2021 12:04 AM","7/19/2021 8:47 PM"
"14","Áp nước làm mát trước bơm","  bar ","0","2.5","18","07/01/2021",,"1","1","124",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"14","Áp nước làm mát sau bơm","  bar ","3","5.5","19","07/01/2021",,"1","1","125",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ nước làm mát đầu vào máy nén","oC","24","40","16","07/01/2021",,"1","1","126",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"14","Nhiệt độ nước làm mát đầu ra máy nén","oC","30","60","17","07/01/2021",,"1","1","127",,"12/21/2021 3:55 PM","7/19/2021 8:47 PM"
"15","Áp dầu bôi trơn","  bar ","2.7","5","1","07/01/2021",,"0","1","128",,"7/25/2021 4:19 PM","7/19/2021 8:47 PM"
"15","Áp khí nén điều khiển","  bar ","5.5","7.5","3","07/01/2021",,"0","1","129",,"12/21/2021 3:59 PM","7/19/2021 8:47 PM"
"15","Áp khí nén đầu ra cấp 1","  bar ","3.5","5.5","15","07/01/2021",,"0","1","130",,"12/21/2021 3:59 PM","7/19/2021 8:47 PM"
"15","Áp khí nén đầu ra cấp 2","  bar ","12","16.5","16","07/01/2021",,"0","1","131",,"12/21/2021 3:59 PM","7/19/2021 8:47 PM"
"15","Áp khí nén đầu ra cấp 3","  bar ","34.5","40","2","07/01/2021",,"0","1","132",,"12/21/2021 4:00 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ dầu bôi trơn","oC","30","60","4","07/01/2021",,"0","1","133",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén đầu ra cấp 1","oC","100","240","5","07/01/2021",,"0","1","134",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén đầu vào cấp 2","oC","30","70","17","07/01/2021",,"0","1","135",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén đầu ra cấp 2","oC","115","220","6","07/01/2021",,"0","1","136",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén đầu vào cấp 3","oC","35","75","18","07/01/2021",,"0","1","137",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén đầu ra cấp 3","oC","127","165","7","07/01/2021",,"0","1","138",,"12/21/2021 4:01 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ khí nén sau bộ cooler","oC","28","48","8","07/01/2021",,"0","1","139",,"12/21/2021 4:02 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ điểm đọng sương của khí nén","oC","0","5","13","07/01/2021",,"0","1","140",,"7/25/2021 4:19 PM","7/19/2021 8:47 PM"
"15","Áp đẩy gas của drier","  bar ",,,"14","07/01/2021",,"0","1","141",,"7/25/2021 4:19 PM","7/19/2021 8:47 PM"
"15","Áp hút gas của drier","  bar ","1","3","15","07/01/2021","9/17/2021 2:52 PM","0","0","142",,"9/17/2021 12:52 AM","7/19/2021 8:47 PM"
"15","Dòng điện tại thời điểm máy hoạt động","A","316","970","11","07/01/2021",,"0","1","143",,"12/21/2021 4:02 PM","7/19/2021 8:47 PM"
"15","% tải","%","50","100","12","07/01/2021",,"0","1","144",,"12/21/2021 4:02 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ trục đứng","oC","20","85","9","07/01/2021",,"0","1","145",,"12/21/2021 4:03 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ trục ngang","oC","20","85","10","07/01/2021",,"0","1","146",,"12/21/2021 4:04 PM","7/19/2021 8:47 PM"
"15","Áp nước làm mát trước bơm","  bar ","0","2.5","21","07/01/2021",,"0","1","147",,"12/21/2021 4:02 PM","7/19/2021 8:47 PM"
"15","Áp nước làm mát sau bơm","  bar ","3","6","22","07/01/2021",,"0","1","148",,"12/21/2021 4:03 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ nước làm mát đầu vào máy nén","oC","24","40","19","07/01/2021",,"0","1","149",,"12/21/2021 4:03 PM","7/19/2021 8:47 PM"
"15","Nhiệt độ nước làm mát đầu ra máy nén","oC","30","60","20","07/01/2021",,"0","1","150",,"12/21/2021 4:03 PM","7/19/2021 8:47 PM"
"16","Áp dầu bôi trơn","  bar ","2.7","5","1","07/01/2021",,"1","1","151",,"7/26/2021 4:05 AM","7/19/2021 8:47 PM"
"16","Áp khí nén điều khiển","  bar ","5.5","7.5","20","07/01/2021",,"1","1","152",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Áp khí nén đầu ra cấp 1","  bar ","3.5","5.5","12","07/01/2021",,"1","1","153",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Áp khí nén đầu ra cấp 2","  bar ","12","16.5","13","07/01/2021",,"1","1","154",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Áp khí nén đầu ra cấp 3","  bar ","34.5","40","2","07/01/2021",,"1","1","155",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ dầu bôi trơn","oC","28","55","3","07/01/2021",,"1","1","156",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén đầu ra cấp 1","oC","100","220","4","07/01/2021",,"1","1","157",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén đầu vào cấp 2","oC","28","70","14","07/01/2021",,"1","1","158",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén đầu ra cấp 2","oC","115","210","5","07/01/2021",,"1","1","159",,"12/21/2021 4:05 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén đầu vào cấp 3","oC","28","75","15","07/01/2021",,"1","1","160",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén đầu ra cấp 3","oC","127","165","6","07/01/2021",,"1","1","161",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ khí nén sau bộ cooler","oC","28","48","7","07/01/2021",,"1","1","162",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ điểm đọng sương của khí nén","oC","0","5","13","07/01/2021","8/2/2021 12:43 PM","1","0","163",,"8/1/2021 10:43 PM","7/19/2021 8:47 PM"
"16","Áp đẩy gas của drier","  bar ",,,"14","07/01/2021",,"1","1","164",,"7/26/2021 4:05 AM","7/19/2021 8:47 PM"
"16","Áp hút gas của drier","  bar ","1","3","11","07/01/2021",,"1","1","165",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","Dòng điện tại thời điểm máy hoạt động","A","80","350","8","07/01/2021",,"1","1","166",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","% tải","%","50","100","9","07/01/2021",,"1","1","167",,"12/21/2021 4:06 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ trục đứng","oC",,,"18","07/01/2021",,"1","1","168",,"7/26/2021 4:05 AM","7/19/2021 8:47 PM"
"16","Nhiệt độ trục ngang","oC",,,"19","07/01/2021",,"1","1","169",,"7/26/2021 4:05 AM","7/19/2021 8:47 PM"
"16","Áp nước làm mát trước bơm","  bar ","0","2.5","18","07/01/2021",,"1","1","170",,"12/21/2021 4:07 PM","7/19/2021 8:47 PM"
"16","Áp nước làm mát sau bơm","  bar ","3","5.5","19","07/01/2021",,"1","1","171",,"12/21/2021 4:07 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ nước làm mát đầu vào máy nén","oC","24","40","17","07/01/2021",,"1","1","172",,"12/21/2021 4:07 PM","7/19/2021 8:47 PM"
"16","Nhiệt độ nước làm mát đầu ra máy nén","oC","30","60","17","07/01/2021",,"1","1","173",,"12/21/2021 4:07 PM","7/19/2021 8:47 PM"
"17","Áp dầu bôi trơn","  bar ","2.7","5","1","07/01/2021",,"0","1","174",,"7/27/2021 12:12 AM","7/19/2021 8:47 PM"
"17","Áp khí nén điều khiển","  bar ","5.5","7.5","22","07/01/2021",,"0","1","175",,"12/21/2021 4:08 PM","7/19/2021 8:47 PM"
"17","Áp khí nén đầu ra cấp 1","  bar ","3.5","5.5","14","07/01/2021",,"0","1","176",,"12/21/2021 4:11 PM","7/19/2021 8:47 PM"
"17","Áp khí nén đầu ra cấp 2","  bar ","12","16.5","15","07/01/2021",,"0","1","177",,"12/21/2021 4:11 PM","7/19/2021 8:47 PM"
"17","Áp khí nén đầu ra cấp 3","  bar ","34.5","40","2","07/01/2021",,"0","1","178",,"12/21/2021 4:09 PM","7/19/2021 8:47 PM"
"17","Nhiệt độ dầu bôi trơn","oC","28","55","3","07/01/2021",,"0","1","179",,"12/21/2021 4:09 PM","7/19/2021 8:47 PM"
"17","Nhiệt độ khí nén đầu ra cấp 1","oC","100","220","4","07/01/2021",,"0","1","180",,"12/21/2021 4:09 PM","7/19/2021 8:47 PM"
"17","Nhiệt độ khí nén đầu vào cấp 2","oC","28","70","16","07/01/2021",,"0","1","181",,"12/21/2021 4:09 PM","7/19/2021 8:47 PM"
"17","Nhiệt độ khí nén đầu ra cấp 2","oC","115","210","5","07/01/2021",,"0","1","182",,"12/21/2021 4:09 PM","7/19/2021 8:47 PM"
